gender,job_title,job_industry_category,wealth_segment,tenure,postcode,state,property_valuation,Age_category,past_3_years_bike_related_purchases_categories,cluster,customer_id
Female,Social Worker,Health,High Net Worth,13,2330,NSW,6,35-44,51-60,Cat_1,81
Female,Geological Engineer,Manufacturing,Affluent Customer,20,2009,NSW,12,55-64,Below 10,Cat_1,2051
Female,Quality Engineer,IT,High Net Worth,8,2230,NSW,7,Above 64,Above 90,Cat_1,3471
Male,Pharmacist,Health,High Net Worth,12,2177,NSW,8,25-34,71-80,Cat_1,1538
Male,Assistant Media Planner,Entertainment,High Net Worth,16,4350,QLD,7,55-64,41-50,Cat_2,2182
Male,Help Desk Operator,Financial Services,Mass Customer,1,3977,VIC,5,25-34,81-90,Cat_3,2592
Female,Computer Systems Analyst IV,Financial Services,Mass Customer,16,2291,NSW,9,45-54,31-40,Cat_1,581
Male,Account Representative IV,Property,Mass Customer,9,4878,QLD,4,25-34,31-40,Cat_1,1563
Male,Chemical Engineer,Manufacturing,Affluent Customer,2,3108,VIC,7,25-34,31-40,Cat_2,3227
Male,Senior Developer,Financial Services,Affluent Customer,12,2075,NSW,11,55-64,71-80,Cat_1,2018
Female,Web Designer I,Telecommunications,Mass Customer,4,2066,NSW,10,25-34,Below 10,Cat_1,1651
Male,Accounting Assistant II,IT,High Net Worth,3,2147,NSW,9,35-44,81-90,Cat_3,1993
Female,Geologist I,Entertainment,Affluent Customer,11,4820,QLD,1,55-64,Nov-20,Cat_1,1247
Female,Account Coordinator,Property,Affluent Customer,7,3163,VIC,6,35-44,31-40,Cat_2,1378
Male,Safety Technician II,Financial Services,High Net Worth,4,2430,NSW,7,25-34,Below 10,Cat_3,833
Male,Director of Sales,Financial Services,High Net Worth,11,4344,QLD,4,45-54,81-90,Cat_1,1834
Female,Senior Cost Accountant,Financial Services,High Net Worth,1,2145,NSW,7,25-34,Above 90,Cat_1,531
Male,Accountant I,Property,Mass Customer,10,2021,NSW,8,25-34,31-40,Cat_1,176
Male,VP Quality Control,Financial Services,High Net Worth,19,2211,NSW,9,Above 64,71-80,Cat_1,413
Male,Web Developer II,Manufacturing,Affluent Customer,19,2795,NSW,6,55-64,21-30,Cat_3,1950
Male,Cost Accountant,Financial Services,Affluent Customer,16,2223,NSW,10,35-44,31-40,Cat_2,786
Female,Internal Auditor,Financial Services,Mass Customer,8,2147,NSW,9,25-34,31-40,Cat_1,472
Male,Cost Accountant,Financial Services,High Net Worth,8,3145,VIC,9,35-44,71-80,Cat_1,1163
Male,Assistant Manager,Retail,High Net Worth,5,2155,NSW,10,55-64,81-90,Cat_1,1416
Female,Sales Representative,Retail,Mass Customer,9,2152,NSW,8,45-54,Above 90,Cat_1,1118
Male,Nurse Practicioner,Manufacturing,High Net Worth,12,3690,VIC,1,45-54,81-90,Cat_1,2460
Female,Biostatistician III,Health,Affluent Customer,8,2880,NSW,1,35-44,71-80,Cat_1,2507
Male,Internal Auditor,IT,Mass Customer,18,2204,NSW,12,55-64,Above 90,Cat_1,83
Female,Cost Accountant,Financial Services,Affluent Customer,17,3084,VIC,8,35-44,81-90,Cat_2,908
Female,Web Designer I,Manufacturing,Mass Customer,7,3207,VIC,12,45-54,61-70,Cat_1,2127
Male,Research Associate,Health,Affluent Customer,8,2093,NSW,12,Above 64,51-60,Cat_1,1987
Male,Quality Engineer,IT,Mass Customer,8,4300,QLD,6,35-44,81-90,Cat_2,1293
Female,Computer Systems Analyst I,Health,Mass Customer,16,2233,NSW,10,35-44,Below 10,Cat_2,1985
Male,Engineer I,Manufacturing,Affluent Customer,14,3068,VIC,12,Above 64,71-80,Cat_1,1675
Male,Statistician IV,Property,Mass Customer,4,3138,VIC,9,25-34,81-90,Cat_3,1086
Female,Senior Editor,Manufacturing,Mass Customer,9,3638,VIC,1,35-44,41-50,Cat_2,181
Female,Clinical Specialist,Health,High Net Worth,13,2099,NSW,10,55-64,Below 10,Cat_1,3282
Female,Analyst Programmer,Financial Services,Mass Customer,2,2093,NSW,12,25-34,61-70,Cat_1,111
Male,VP Marketing,Financial Services,Mass Customer,13,4115,QLD,8,45-54,Above 90,Cat_1,1309
Male,Cost Accountant,Financial Services,Affluent Customer,17,2330,NSW,7,35-44,Below 10,Cat_1,150
Female,Sales Associate,Financial Services,Affluent Customer,1,2062,NSW,12,25-34,Above 90,Cat_3,381
Male,VP Accounting,Financial Services,Affluent Customer,5,2541,NSW,7,55-64,Below 10,Cat_3,1199
Female,Actuary,Financial Services,High Net Worth,9,2099,NSW,10,25-34,Above 90,Cat_3,793
Female,Technical Writer,Financial Services,Mass Customer,8,3219,VIC,3,45-54,Nov-20,Cat_1,3331
Female,Teacher,Financial Services,Mass Customer,21,2065,NSW,12,45-54,41-50,Cat_1,1008
Male,Nuclear Power Engineer,Manufacturing,Mass Customer,15,4012,QLD,3,55-64,51-60,Cat_2,2655
Male,Geologist I,Manufacturing,High Net Worth,22,3428,VIC,7,25-34,Nov-20,Cat_1,971
Male,Senior Cost Accountant,Financial Services,Mass Customer,20,2111,NSW,12,25-34,Above 90,Cat_1,574
Male,Nurse Practicioner,Manufacturing,High Net Worth,11,2150,NSW,10,45-54,81-90,Cat_1,101
Male,Safety Technician IV,Property,Affluent Customer,18,2207,NSW,8,45-54,61-70,Cat_1,1518
Male,Recruiter,Financial Services,Affluent Customer,13,2033,NSW,9,35-44,Below 10,Cat_2,138
Female,Paralegal,Financial Services,Affluent Customer,5,4124,QLD,7,35-44,81-90,Cat_2,397
Male,Compensation Analyst,Financial Services,Mass Customer,14,2287,NSW,7,45-54,81-90,Cat_1,580
Female,Dental Hygienist,Health,High Net Worth,15,3130,VIC,8,55-64,61-70,Cat_2,1760
Female,Chief Design Engineer,Retail,High Net Worth,9,2141,NSW,7,25-34,61-70,Cat_1,847
Female,Information Systems Manager,Financial Services,Mass Customer,13,4502,QLD,4,45-54,61-70,Cat_1,1150
Male,Software Consultant,Financial Services,High Net Worth,16,3630,VIC,2,Above 64,41-50,Cat_2,2283
Female,Safety Technician III,Retail,Mass Customer,6,4207,QLD,3,25-34,81-90,Cat_2,3450
Male,Environmental Specialist,Argiculture,Mass Customer,19,3068,VIC,12,45-54,41-50,Cat_3,749
Female,Geological Engineer,Manufacturing,Mass Customer,17,4019,QLD,3,45-54,21-30,Cat_2,782
Female,Database Administrator III,Financial Services,Mass Customer,10,2567,NSW,8,55-64,41-50,Cat_2,2331
Female,Junior Executive,Health,Affluent Customer,9,2007,NSW,11,45-54,61-70,Cat_3,2565
Male,Business Systems Development Analyst,IT,Mass Customer,2,2018,NSW,8,25-34,Nov-20,Cat_1,1972
Male,Recruiter,Argiculture,High Net Worth,5,3064,VIC,5,55-64,51-60,Cat_1,2798
Female,Assistant Professor,Manufacturing,High Net Worth,11,3351,VIC,5,35-44,41-50,Cat_1,2546
Male,Associate Professor,Manufacturing,High Net Worth,10,2770,NSW,7,45-54,Nov-20,Cat_3,2023
Male,Web Designer IV,Financial Services,High Net Worth,18,3030,VIC,7,45-54,71-80,Cat_2,1236
Male,Speech Pathologist,Property,Affluent Customer,19,3775,VIC,10,45-54,41-50,Cat_2,491
Female,Physical Therapy Assistant,Manufacturing,Mass Customer,8,2122,NSW,11,Above 64,Above 90,Cat_3,3217
Male,Quality Engineer,Manufacturing,Affluent Customer,20,4220,QLD,9,25-34,81-90,Cat_1,1603
Female,Paralegal,Financial Services,High Net Worth,12,3121,VIC,12,35-44,21-30,Cat_2,1953
Male,Account Coordinator,Property,Mass Customer,7,3148,VIC,10,25-34,Nov-20,Cat_3,2946
Male,Geologist I,Financial Services,Affluent Customer,4,2536,NSW,4,25-34,Above 90,Cat_3,404
Male,Technical Writer,Financial Services,High Net Worth,13,2041,NSW,12,55-64,Below 10,Cat_1,2411
Male,Electrical Engineer,Manufacturing,Affluent Customer,1,3151,VIC,10,25-34,81-90,Cat_2,1349
Male,Sales Representative,Retail,High Net Worth,18,3037,VIC,8,45-54,Nov-20,Cat_2,2124
Female,Accountant I,Manufacturing,High Net Worth,17,3192,VIC,10,35-44,41-50,Cat_2,2005
Female,Librarian,Entertainment,Mass Customer,1,3677,VIC,2,18-24,71-80,Cat_2,3367
Male,Information Systems Manager,Retail,Affluent Customer,9,3095,VIC,10,55-64,41-50,Cat_1,2270
Female,Occupational Therapist,Health,Mass Customer,12,2770,NSW,9,45-54,41-50,Cat_2,2847
Male,Librarian,Entertainment,Mass Customer,18,3802,VIC,7,45-54,Below 10,Cat_1,1855
Male,Technical Writer,Manufacturing,Mass Customer,5,2380,NSW,3,25-34,Nov-20,Cat_1,3443
Female,Dental Hygienist,Health,Mass Customer,15,2041,NSW,11,45-54,51-60,Cat_3,607
Male,Help Desk Technician,IT,Mass Customer,4,2032,NSW,11,35-44,31-40,Cat_1,2436
Female,Marketing Assistant,Retail,High Net Worth,14,2251,NSW,8,45-54,61-70,Cat_1,1497
Female,Structural Analysis Engineer,Manufacturing,Mass Customer,18,2285,NSW,5,Above 64,Nov-20,Cat_1,2405
Male,Executive Secretary,Argiculture,Mass Customer,5,2260,NSW,10,35-44,41-50,Cat_1,671
Male,Engineer I,Manufacturing,Affluent Customer,11,2160,NSW,9,45-54,21-30,Cat_1,3358
Male,Clinical Specialist,Health,Mass Customer,14,3101,VIC,7,45-54,71-80,Cat_2,2491
Female,Account Executive,Retail,High Net Worth,7,2008,NSW,11,45-54,61-70,Cat_1,2258
Female,Cost Accountant,Financial Services,Mass Customer,18,2120,NSW,10,45-54,41-50,Cat_1,3274
Male,Compensation Analyst,Financial Services,Affluent Customer,19,2017,NSW,9,Above 64,Nov-20,Cat_1,3302
Female,Professor,Financial Services,High Net Worth,5,2560,NSW,8,25-34,41-50,Cat_1,1197
Female,Sales Representative,Retail,Affluent Customer,17,3199,VIC,7,45-54,21-30,Cat_2,3147
Male,Account Coordinator,Property,Affluent Customer,4,2462,NSW,5,18-24,41-50,Cat_1,2626
Male,Information Systems Manager,Retail,High Net Worth,12,3757,VIC,7,25-34,71-80,Cat_2,1110
Female,Research Nurse,Health,Mass Customer,2,2525,NSW,9,18-24,Nov-20,Cat_2,2292
Female,Business Systems Development Analyst,IT,Mass Customer,13,3095,VIC,9,55-64,31-40,Cat_2,3479
Male,Human Resources Manager,Retail,Mass Customer,17,3163,VIC,9,35-44,Below 10,Cat_1,2983
Female,Associate Professor,Manufacturing,Mass Customer,3,2527,NSW,7,45-54,51-60,Cat_1,845
Male,Project Manager,Manufacturing,High Net Worth,4,3177,VIC,7,45-54,Below 10,Cat_1,1903
Male,Social Worker,Health,Mass Customer,7,3156,VIC,8,35-44,Nov-20,Cat_1,3116
Male,Social Worker,Health,Mass Customer,2,2250,NSW,7,25-34,51-60,Cat_1,2995
Female,Legal Assistant,Health,Affluent Customer,19,2469,NSW,1,35-44,31-40,Cat_2,2082
Male,GIS Technical Architect,Argiculture,High Net Worth,8,2066,NSW,12,45-54,61-70,Cat_2,2990
Male,Developer III,Financial Services,Mass Customer,3,3181,VIC,7,25-34,81-90,Cat_1,3359
Male,Nurse,Property,Affluent Customer,8,2200,NSW,9,25-34,Nov-20,Cat_1,242
Male,Administrative Assistant IV,Property,Affluent Customer,12,4171,QLD,9,45-54,31-40,Cat_1,2497
Female,Staff Scientist,Financial Services,High Net Worth,1,3850,VIC,3,25-34,61-70,Cat_3,652
Male,Web Designer I,Telecommunications,Mass Customer,15,4053,QLD,7,45-54,81-90,Cat_1,1069
Male,VP Accounting,Financial Services,Mass Customer,14,4413,QLD,5,45-54,41-50,Cat_2,1629
Female,Business Systems Development Analyst,Property,Mass Customer,18,2567,NSW,8,55-64,61-70,Cat_1,2530
Male,Actuary,Financial Services,Mass Customer,1,3085,VIC,9,18-24,Above 90,Cat_1,3188
Female,VP Accounting,Financial Services,High Net Worth,5,2227,NSW,10,45-54,Below 10,Cat_1,2360
Female,Research Nurse,Health,Mass Customer,5,2774,NSW,9,25-34,71-80,Cat_1,2738
Male,Assistant Media Planner,Entertainment,Affluent Customer,7,3107,VIC,10,25-34,41-50,Cat_2,2824
Male,Business Systems Development Analyst,Financial Services,High Net Worth,10,2557,NSW,8,55-64,51-60,Cat_1,2143
Female,Recruiting Manager,Manufacturing,Mass Customer,16,2142,NSW,7,55-64,Nov-20,Cat_2,2841
Male,VP Quality Control,Health,Mass Customer,12,2250,NSW,9,45-54,31-40,Cat_2,3074
Male,Budget/Accounting Analyst IV,Health,Affluent Customer,1,2147,NSW,10,25-34,81-90,Cat_1,1790
Female,Nuclear Power Engineer,Manufacturing,High Net Worth,16,4655,QLD,2,45-54,Below 10,Cat_1,2480
Male,Graphic Designer,Manufacturing,Affluent Customer,14,3111,VIC,11,45-54,51-60,Cat_1,744
Male,Developer II,Manufacturing,Affluent Customer,9,2166,NSW,10,25-34,71-80,Cat_1,843
Female,Technical Writer,Retail,Mass Customer,7,3037,VIC,7,25-34,Nov-20,Cat_3,938
Male,VP Marketing,Financial Services,Mass Customer,15,4814,QLD,3,Above 64,Nov-20,Cat_2,1131
Male,Technical Writer,Health,Mass Customer,11,2176,NSW,10,45-54,31-40,Cat_1,264
Male,Office Assistant III,Property,Mass Customer,22,4218,QLD,11,45-54,71-80,Cat_2,2400
Female,Operator,Manufacturing,High Net Worth,7,4011,QLD,10,35-44,51-60,Cat_2,1652
Female,Financial Advisor,Financial Services,Affluent Customer,3,3356,VIC,2,18-24,71-80,Cat_2,334
Female,Sales Representative,Retail,High Net Worth,2,2487,NSW,10,25-34,41-50,Cat_1,1892
Male,Health Coach IV,Health,Affluent Customer,11,2430,NSW,7,45-54,41-50,Cat_1,2555
Male,Safety Technician I,Financial Services,High Net Worth,8,4121,QLD,9,55-64,41-50,Cat_2,2919
Female,Environmental Tech,Manufacturing,Mass Customer,6,4209,QLD,5,35-44,Above 90,Cat_2,1684
Male,Research Nurse,Health,Mass Customer,17,2768,NSW,9,Above 64,Nov-20,Cat_1,1702
Female,Chemical Engineer,Manufacturing,Mass Customer,5,4211,QLD,7,Above 64,31-40,Cat_2,538
Female,Physical Therapy Assistant,Financial Services,Affluent Customer,9,4165,QLD,9,25-34,Below 10,Cat_2,1300
Male,Structural Engineer,IT,High Net Worth,2,2705,NSW,1,18-24,21-30,Cat_1,3386
Female,VP Product Management,Manufacturing,High Net Worth,6,2567,NSW,7,45-54,71-80,Cat_1,449
Male,Actuary,Financial Services,Mass Customer,2,3051,VIC,10,18-24,21-30,Cat_3,3460
Female,Quality Control Specialist,Health,Affluent Customer,8,2576,NSW,8,45-54,31-40,Cat_1,1166
Male,Junior Executive,Health,Mass Customer,14,3165,VIC,10,45-54,61-70,Cat_2,3183
Female,Business Systems Development Analyst,Health,Affluent Customer,12,2486,NSW,7,55-64,41-50,Cat_1,899
Male,Marketing Manager,Retail,Mass Customer,19,2127,NSW,8,25-34,Below 10,Cat_2,1891
Male,Executive Secretary,IT,Mass Customer,6,4702,QLD,5,35-44,61-70,Cat_2,2931
Male,Chemical Engineer,Manufacturing,Affluent Customer,17,2214,NSW,9,45-54,Below 10,Cat_1,2552
Female,Software Test Engineer III,Health,Mass Customer,4,4209,QLD,6,25-34,Nov-20,Cat_1,1167
Female,Civil Engineer,Manufacturing,Mass Customer,6,3201,VIC,6,25-34,51-60,Cat_1,1369
Male,Engineer II,Argiculture,High Net Worth,14,3808,VIC,9,35-44,31-40,Cat_1,1738
Male,Speech Pathologist,Financial Services,Affluent Customer,1,4510,QLD,2,25-34,Nov-20,Cat_1,1631
Female,Sales Associate,Financial Services,Mass Customer,5,2220,NSW,9,25-34,61-70,Cat_2,3150
Male,Geologist III,Retail,Affluent Customer,7,4565,QLD,7,25-34,Nov-20,Cat_2,2585
Female,Human Resources Manager,Financial Services,Mass Customer,8,4054,QLD,6,35-44,Below 10,Cat_2,2785
Female,Assistant Professor,Retail,Mass Customer,15,2579,NSW,5,35-44,51-60,Cat_2,401
Male,Cost Accountant,Financial Services,Mass Customer,15,2750,NSW,9,25-34,Below 10,Cat_3,1792
Male,Quality Engineer,Retail,High Net Worth,14,2233,NSW,10,55-64,41-50,Cat_1,705
Female,Internal Auditor,Financial Services,Mass Customer,19,2077,NSW,8,45-54,51-60,Cat_1,797
Female,Recruiter,Manufacturing,Mass Customer,6,3137,VIC,7,Above 64,Below 10,Cat_2,597
Female,Senior Developer,Manufacturing,Mass Customer,12,3437,VIC,8,25-34,81-90,Cat_3,328
Male,Account Representative IV,Entertainment,High Net Worth,12,3338,VIC,4,35-44,21-30,Cat_2,329
Male,Research Nurse,Health,High Net Worth,4,4870,QLD,5,25-34,31-40,Cat_1,664
Male,Sales Associate,Manufacturing,Affluent Customer,10,4210,QLD,4,35-44,31-40,Cat_1,2922
Male,Compensation Analyst,Financial Services,Mass Customer,7,2170,NSW,9,25-34,41-50,Cat_1,3306
Female,Software Test Engineer I,Manufacturing,Mass Customer,12,2031,NSW,12,45-54,71-80,Cat_2,2641
Male,Web Developer III,Manufacturing,Mass Customer,6,2147,NSW,9,35-44,21-30,Cat_1,1556
Male,Accountant I,Health,Affluent Customer,4,4220,QLD,9,55-64,71-80,Cat_2,1693
Male,Safety Technician III,Retail,Mass Customer,20,2567,NSW,8,Above 64,Above 90,Cat_1,1452
Female,Social Worker,Health,High Net Worth,17,2560,NSW,7,35-44,31-40,Cat_1,3008
Male,Professor,Financial Services,Mass Customer,14,2212,NSW,10,55-64,Nov-20,Cat_1,1514
Male,Recruiting Manager,Manufacturing,Mass Customer,14,2221,NSW,10,45-54,71-80,Cat_1,1666
Male,Tax Accountant,Telecommunications,High Net Worth,15,2047,NSW,12,Above 64,61-70,Cat_1,3372
Male,Staff Scientist,Retail,High Net Worth,19,4170,QLD,8,55-64,Below 10,Cat_2,1875
Male,Nuclear Power Engineer,Manufacturing,Mass Customer,8,4557,QLD,4,25-34,51-60,Cat_2,12
Female,Dental Hygienist,Health,High Net Worth,10,2428,NSW,3,35-44,Above 90,Cat_1,511
Female,Developer III,Financial Services,Affluent Customer,14,2770,NSW,5,45-54,51-60,Cat_1,465
Female,Cost Accountant,Financial Services,High Net Worth,8,2798,NSW,6,45-54,51-60,Cat_1,281
Female,Geologist II,Telecommunications,Affluent Customer,18,2759,NSW,8,55-64,61-70,Cat_3,1947
Male,Human Resources Manager,Manufacturing,Mass Customer,16,2022,NSW,12,35-44,61-70,Cat_1,3058
Male,Account Coordinator,Property,Mass Customer,9,3044,VIC,8,Above 64,Above 90,Cat_1,11
Male,Senior Quality Engineer,Financial Services,High Net Worth,3,3216,VIC,9,35-44,71-80,Cat_1,2219
Female,Financial Analyst,Financial Services,Mass Customer,11,2747,NSW,4,45-54,Below 10,Cat_1,305
Male,Safety Technician II,Financial Services,Affluent Customer,19,4078,QLD,6,35-44,61-70,Cat_1,1900
Male,Statistician III,Property,Affluent Customer,17,2153,NSW,10,35-44,81-90,Cat_2,630
Male,Safety Technician IV,Entertainment,Affluent Customer,19,4655,QLD,3,35-44,31-40,Cat_1,1267
Male,Environmental Tech,Financial Services,High Net Worth,2,3218,VIC,8,18-24,81-90,Cat_2,829
Female,Sales Representative,Retail,Mass Customer,20,2549,NSW,3,Above 64,51-60,Cat_3,425
Female,Social Worker,Health,Affluent Customer,8,3356,VIC,1,Above 64,Below 10,Cat_2,560
Male,Food Chemist,Health,High Net Worth,12,2570,NSW,9,45-54,Above 90,Cat_1,2066
Male,Senior Quality Engineer,Argiculture,Mass Customer,11,2085,NSW,11,55-64,71-80,Cat_1,203
Female,Accounting Assistant III,Retail,Mass Customer,1,2196,NSW,10,18-24,71-80,Cat_1,2731
Male,Quality Control Specialist,Retail,Affluent Customer,18,2280,NSW,8,45-54,41-50,Cat_1,2445
Male,Web Designer IV,Property,Mass Customer,17,3191,VIC,10,45-54,Nov-20,Cat_1,884
Male,Assistant Media Planner,Entertainment,Mass Customer,11,2630,NSW,1,55-64,Nov-20,Cat_1,588
Female,Tax Accountant,Manufacturing,Mass Customer,12,2560,NSW,8,45-54,Above 90,Cat_1,561
Male,Senior Quality Engineer,Financial Services,Mass Customer,19,3038,VIC,4,35-44,81-90,Cat_2,1158
Male,Business Systems Development Analyst,Manufacturing,Mass Customer,13,2230,NSW,10,35-44,81-90,Cat_1,3029
Male,VP Sales,Financial Services,Affluent Customer,2,4509,QLD,6,18-24,71-80,Cat_1,3063
Male,Account Executive,Argiculture,High Net Worth,1,2217,NSW,10,18-24,41-50,Cat_1,66
Male,Desktop Support Technician,Financial Services,Affluent Customer,6,2216,NSW,10,Above 64,41-50,Cat_1,312
Male,Health Coach II,Manufacturing,Affluent Customer,14,2529,NSW,8,45-54,Below 10,Cat_1,2958
Female,Product Engineer,Property,Affluent Customer,12,3136,VIC,9,25-34,81-90,Cat_2,1089
Male,Recruiting Manager,Health,High Net Worth,8,3037,VIC,7,45-54,41-50,Cat_2,2953
Male,Geological Engineer,Manufacturing,High Net Worth,13,4164,QLD,9,35-44,31-40,Cat_2,1310
Male,Cost Accountant,Financial Services,High Net Worth,10,2036,NSW,11,55-64,31-40,Cat_3,1706
Male,Tax Accountant,Property,Mass Customer,9,4702,QLD,2,25-34,Above 90,Cat_2,1260
Male,Cost Accountant,Financial Services,Affluent Customer,6,4810,QLD,2,25-34,Below 10,Cat_1,740
Male,Civil Engineer,Manufacturing,Mass Customer,1,2190,NSW,10,18-24,21-30,Cat_3,2620
Male,VP Product Management,Health,High Net Worth,14,2020,NSW,9,25-34,71-80,Cat_2,1221
Female,Marketing Manager,Retail,Mass Customer,18,4503,QLD,5,45-54,51-60,Cat_2,321
Female,Biostatistician I,Manufacturing,Mass Customer,3,2759,NSW,8,18-24,81-90,Cat_1,1430
Male,Environmental Specialist,Manufacturing,Mass Customer,22,2560,NSW,8,35-44,Above 90,Cat_1,762
Male,Computer Systems Analyst IV,Financial Services,Affluent Customer,11,3223,VIC,6,45-54,71-80,Cat_1,2316
Female,Media Manager IV,Financial Services,High Net Worth,5,2153,NSW,10,35-44,51-60,Cat_1,1973
Male,Professor,Retail,Mass Customer,15,2777,NSW,9,35-44,61-70,Cat_1,1602
Female,Cost Accountant,Financial Services,Mass Customer,2,2320,NSW,5,35-44,21-30,Cat_1,2800
Female,VP Sales,Manufacturing,High Net Worth,10,2447,NSW,3,35-44,51-60,Cat_2,498
Male,Product Engineer,Financial Services,Affluent Customer,4,3064,VIC,8,25-34,Above 90,Cat_2,3064
Female,Environmental Specialist,Financial Services,Mass Customer,17,2487,NSW,9,55-64,Below 10,Cat_2,1472
Male,Office Assistant II,Property,Mass Customer,13,2010,NSW,9,35-44,71-80,Cat_3,594
Female,Teacher,Property,Mass Customer,18,2194,NSW,7,45-54,51-60,Cat_3,3113
Female,Computer Systems Analyst II,Telecommunications,Affluent Customer,17,2121,NSW,11,45-54,Nov-20,Cat_1,1090
Male,Payment Adjustment Coordinator,Health,Mass Customer,8,2323,NSW,5,45-54,Above 90,Cat_1,1444
Female,Junior Executive,Manufacturing,Mass Customer,1,3024,VIC,5,35-44,71-80,Cat_2,3210
Female,Biostatistician II,Manufacturing,Mass Customer,8,3198,VIC,9,45-54,41-50,Cat_3,48
Female,Chemical Engineer,Manufacturing,Mass Customer,17,3043,VIC,7,45-54,Above 90,Cat_1,2452
Female,Account Representative III,Health,Mass Customer,3,2220,NSW,11,18-24,41-50,Cat_1,3332
Male,Research Nurse,Health,Affluent Customer,14,3058,VIC,8,45-54,71-80,Cat_2,2793
Female,Senior Financial Analyst,Financial Services,Mass Customer,1,2107,NSW,12,25-34,31-40,Cat_3,1646
Female,Chief Design Engineer,Property,Mass Customer,3,2027,NSW,11,35-44,71-80,Cat_1,517
Male,Junior Executive,Property,Mass Customer,4,3564,VIC,4,45-54,Above 90,Cat_1,555
Female,Computer Systems Analyst I,Entertainment,Affluent Customer,17,2075,NSW,12,45-54,31-40,Cat_2,1551
Male,Human Resources Assistant I,Health,Affluent Customer,3,4017,QLD,3,25-34,31-40,Cat_1,1956
Female,Senior Developer,Manufacturing,High Net Worth,2,2147,NSW,8,18-24,Nov-20,Cat_1,2427
Female,Design Engineer,Health,Mass Customer,12,4214,QLD,8,45-54,Below 10,Cat_1,327
Male,Senior Quality Engineer,Retail,High Net Worth,4,2539,NSW,11,25-34,51-60,Cat_1,601
Male,Health Coach IV,Health,Mass Customer,9,3170,VIC,9,45-54,51-60,Cat_1,1923
Female,Human Resources Manager,IT,Affluent Customer,3,2261,NSW,9,18-24,21-30,Cat_1,1496
Male,Dental Hygienist,Health,High Net Worth,6,3340,VIC,3,25-34,Below 10,Cat_2,1358
Female,Developer II,Financial Services,Mass Customer,5,3752,VIC,7,Above 64,61-70,Cat_2,674
Female,VP Marketing,Property,Mass Customer,9,2710,NSW,1,25-34,71-80,Cat_3,1155
Male,Paralegal,Financial Services,Affluent Customer,10,4702,QLD,6,35-44,71-80,Cat_1,1270
Male,Nurse Practicioner,Financial Services,High Net Worth,9,2680,NSW,5,45-54,Nov-20,Cat_3,844
Female,Paralegal,Financial Services,Affluent Customer,9,4211,QLD,6,25-34,61-70,Cat_1,1296
Female,Financial Analyst,Financial Services,Mass Customer,18,2145,NSW,9,45-54,Nov-20,Cat_2,2164
Male,Senior Quality Engineer,Health,Mass Customer,18,4226,QLD,8,35-44,21-30,Cat_1,2668
Male,Recruiting Manager,Financial Services,Affluent Customer,21,2525,NSW,10,45-54,Nov-20,Cat_1,1876
Female,Administrative Assistant I,Argiculture,Mass Customer,6,2800,NSW,2,45-54,Nov-20,Cat_2,1758
Female,Structural Engineer,Retail,High Net Worth,5,2641,NSW,1,25-34,81-90,Cat_1,965
Female,Research Assistant I,Manufacturing,Affluent Customer,8,3810,VIC,6,45-54,41-50,Cat_1,2625
Male,Computer Systems Analyst I,Property,High Net Worth,7,3101,VIC,10,35-44,Nov-20,Cat_2,2299
Female,Programmer Analyst II,Health,Affluent Customer,18,2148,NSW,8,Above 64,31-40,Cat_1,2254
Male,Programmer Analyst II,Manufacturing,Affluent Customer,5,3029,VIC,7,Above 64,31-40,Cat_1,3248
Male,Business Systems Development Analyst,IT,High Net Worth,22,3182,VIC,6,45-54,31-40,Cat_2,1004
Male,Account Representative IV,Manufacturing,Affluent Customer,16,3057,VIC,7,35-44,Above 90,Cat_1,2699
Male,Project Manager,Manufacturing,Mass Customer,11,2444,NSW,8,35-44,71-80,Cat_1,20
Female,Electrical Engineer,Manufacturing,Affluent Customer,11,4153,QLD,11,55-64,71-80,Cat_2,2194
Male,Structural Engineer,Manufacturing,Mass Customer,20,3204,VIC,7,45-54,61-70,Cat_1,2773
Female,Senior Quality Engineer,Property,Mass Customer,14,2444,NSW,7,35-44,71-80,Cat_1,2484
Male,Web Developer I,Health,High Net Worth,19,4655,QLD,6,45-54,Below 10,Cat_2,2512
Male,Recruiting Manager,Financial Services,Mass Customer,3,2229,NSW,12,25-34,81-90,Cat_1,1505
Male,Geological Engineer,Manufacturing,High Net Worth,18,2026,NSW,12,Above 64,61-70,Cat_2,1667
Male,Clinical Specialist,Health,High Net Worth,5,3013,VIC,10,55-64,Below 10,Cat_2,572
Male,Research Nurse,Health,Mass Customer,5,4510,QLD,3,45-54,81-90,Cat_2,3027
Male,Sales Representative,Retail,Mass Customer,11,2031,NSW,9,45-54,Below 10,Cat_2,981
Male,Librarian,Entertainment,Mass Customer,15,2097,NSW,11,45-54,21-30,Cat_1,2257
Male,Developer III,Property,High Net Worth,10,2560,NSW,6,45-54,Above 90,Cat_1,2332
Male,Structural Engineer,Financial Services,Affluent Customer,14,2160,NSW,5,Above 64,51-60,Cat_1,2206
Female,Senior Cost Accountant,Financial Services,High Net Worth,8,4160,QLD,4,25-34,51-60,Cat_1,1871
Male,Quality Engineer,Financial Services,Mass Customer,8,2018,NSW,9,55-64,Below 10,Cat_1,1065
Male,Environmental Specialist,Financial Services,High Net Worth,8,2761,NSW,9,25-34,Nov-20,Cat_1,1427
